TAG,REVIEW
0,"Design appear to be sound, as the team has considered two approaches and selected by one by considering the pros and cons of both. New question type is being added by extending the models scored, choice, question."
1,"The changes are explained properly. They have given the details of the approach in detail but the UI details are missing. Team could add the UI details more specifically, like why the existing star component is efficient. Though i think it can be replaced by a slider. 
Also, the UI details for the instructor are missing, how these changes will impact the user experience for the instructor. Kindly include it."
0,"Yes, it does. For example, for enabling the teammate to self review, they are proposing a simple change to remove the session id user check, which was fairly simple. They are proposing other solutions as well alongwith, which is good."
0,Yes they have made use of various visualization however in someparts it looks cluttered.
0,"Design appear to be sound but the database design is kinda complex to understand, but it includes all the details."
0,The team has used a lot of diagrams and UML to explain their working which is really useful and easy for the reader to follow through the whole document.
0,"No, the design from the UML looks not very simple although that is a good approach and could yield a good result."
0,The team did well on explanations. The design sounds perfectly sound and the appropriate patterns have been suggested. I think they have done a proper job.
0,"Yes, the changes and the thoughts have been put out clearly that are to be done by the team."
0,The diagrams put down in the document are completely relevant and provide a very good understanding of the project
0,The changes are specific and well thought of.
0,The design document covers all necessary components required and is well structured
0,The document looks complete and well written. It is structured well and is easy to understand
0,"The design proposed looks sound and DRY. As this is an initial analysis, names of methods to be implemented/edited should not be expected at this point."
0,The changes proposed look good and if implemented well could result in a working feature. They have proposed 2 solutions and deduced which one is better.
0,They have made the document to encompass the entire functionality requested in the feature. It is thoroughly made with detailed analysis.
0,The UML diagrams is the most comprehensive diagrams I have ever seen.
0,all part is completed and meaningful
0,The design part includes all of the functionality required.
0,The design doc is very detail and meaningful.
0,"1. ER Diagrams
2. UML"
0,"1. No
2. No
3. Yes
4. It might because of database hits.
5. No."
0,The explanation is quite expansive and clear to why the solution proposed is going to work.
0,"Yes, it touches on all the functionalities."
0,It's a complete document for an initial document.
0,The design doc is well made and includes everything that is required in a design doc. The functionality is well explained with enough details.
0,"The design doc is extremely complete and includes everything. They have also explicitly mentioned a lot of tests along with the context in which they might be required. The statement has been explained well, the diagrams support their approach and testing plan is thorough."
0,"Team has made a very easy to understand UML Diagram and a DB Design diagram as well. Shows that they have understood their project well and are good at projecting relevant information to others.
Everything seems to be in order."
0,The team has explained everything very neatly and coherently.
0,"The design doc shows the current problems, the team's proposed solutions and code changes, UML diagrams and test plans."
0,Right now the doc seems complete and the team will update their test plan section and code changes section as the project progresses.
0,UML diagram is suggestive enough and provide information on how the program flow will work.
0,Author has provided with details on what changes are required and at which place these changes will be implemented.
0,"Author suggested two possible ways to implement this project, which gives good idea on how this problem can be solved but language is bit confusing sometimes."
0,Yes design include all the required functionality but the write up can be little confusing some time and its hard to follow what author wants to communicate.
0,Design document looks complete and author has added all the required details.
0,Visual aids are used properly
0,Design appears to be sound
0,Design doc appears to be complete
0,Complete functionality
1,"The UML diagram is too high-level yes, for instance, the instructor adds a question and sets its type while designing the rubric, which would be 'CAKE' in this case. The UML doesn't include this flow, nor does it provide any detail as to if this can be done. Trivial, but an arrow has been tagged incorrectly, Team A (a specific team) should be connected to the student. Also, UML don't include if-else blocks the way you've put, or do they? DB snapshot helps."
1,"In the documentation they've mentioned adding in the CAKE type as a star rated question, could this be more intuitive? A 5-star rating doesn't let me distribute them evenly, say between two members. Could I rather put in a percentage number directly? Not sure how if this can be done, but try show the previous rated contributions as well with the member names? More details needed on how a warning would be displayed on the UI as well."
0,"They've pretty much covered everything, the proposed solutions were detailed. They've stated two approaches and justified the choice as well. Test plan covers edge cases like self-review check enabled/disabled."
1,"UML and ER diagrams are given but UML should include multiple reviews for team members as the fraction of the cake type question will be shared across multiple reviews. ER is given for the tables but how the exactly the database will be used here is not explained in the doc? How the fraction will be calculated what all tables, fields will be used?"
0,Team has done a good job identifying the files to be modified and the decision to follow the consistent Solution A.
1,"Changes proposed are good but team should add few more details:
1. In the solutions, stars are proposed for the question type but i don't think that's the best way to do it, this will does not give the liberty to have any fraction for the question. A slider from 1 to 100 would be a better option or a number input. 
2. Will there be any info icon to for the reviewer to know that s/he has to consider the fraction based on the other team members, as if by mistake reviewer submit 100% for one team member then it will not be possible to provide any fraction to another team mate. 
3. This change is not only for the reviewer but also for the instructor. None of the details are mentioned about the Instructor flow"
1,UI details are missing. It would be great to include the UI changes for the instructor and reviewers that how the cake question type will look like? I could see details about Stars but i think this will does not give the liberty to have any fraction for the question. A slider from 1 to 100 would be a better option.
0,"The team has done a good job while creating the documentation. They have explained the approach well, as well as the test plan has been properly justified. The documentation is quite detailed."
0,"The team has completed the doc pretty well. All the sections are covered. The test plan, proposed code changes and the UML diagrams are aptly explained to justify the given problem definition."
0,The uml diagram do follow the principles and it is quite informative.
0,The Database design looks  complex. Otherwise its good.
0,It was adequate to follow what all things to they have planned to change.
0,Yes the proposed design does include the know-hows of the functionality required and how to achieve it.
0,Yes they have included most of it as far as I know and the content is also quite intuitive.
0,"Yes, the authors have used relation diagrams to explain the functionalities and the dependencies which explain the problem very well."
0,"No, it seems that the plan proposed is correctly done by the authors."
0,The authors have mentioned proposed changes and they are explained properly.
0,Yes the team has incorporated all the functionalities mentioned in the google doc.
0,The design doc seems to be completed properly and not much needs to be changed.
0,"The github link is not opening, so I can't figure out the email id and password of Admin. I tried signing up as a student but not able to create one because of the education level field. Tried signing up as librarian but the view seems broken as I am redirected to a page which displays a list of librarians which on which I can perform CRUD operations. Back functionality is broken, No link for home page."
0,"The team did not submit their changes throughout the project, the changes were mainly made during the deadline period of the submissions. However, they did commit few changes in round 2."
0,No. They have not tested any models
0,"1 Not able to login as admin
2 No book checkout functionality.
3 Dont know
4 Not able to login as admin"
0,"The admin is still not able to sign in. The team has implemented book search functionality, however they have not updated it on heroku. There is now image for book cover"
0,"No. The team has not used extensively the github for collaboration. they did push some commits in round 2. They have created project board, however there is very little usage."
0,Student can't issue book.
0,"Admin details provided are incorrect. Unable to login.
Book issue/return/Hold request not working.
No libraries can be added.
sign up form is incomplete for students/librarian."
0,Good number of  changes made  for round 2
0,Many basic features are not working and a proper testing should have be done before submitting final version.
0,Some of them is fixed. Admin can't log in.
0,"No, not enough commits throughout the project"
0,Only some of the show pages are working. *
0,The admin functionalities do not exist yet.
0,find just upload two days ago
0,can not find the admin account information
0,No features were developed for the admin.
0,"At present, there is no functionality about the admin."
0,"There are 6 commits in total and thus, the team does not really push changes throughtout the project period."
0,There is not a single module which is completely developed and thus it is not possible to event comment on thorough testing
0,"Admin functionality has not been implemented. Thus, I can not provide any feedback for this module"
0,No tests are in place.
1,"Interface is easy to use. I like that you have implemented dynamic web pages to resize according to the browser window size. However, there are certain links (View all books & Libraries) which are broken or result in error."
1,Use scaffold to create models views and controllers. This will automatically build basic form views and connect the MVC architecture.
0,"Only 6 commits are made so far, not much work is done."
0,Couldn't find the readme.md file
0,Not found the admin login and details.
0,"Yes. The code is clear and readable.
One method only handle one task.
The naming of models/functions are clear and easy to figure out.
Overall the code quality is great"
0,test files are not indicated in the README
0,"It appears that the book is deleted.
Yes admin account can be deleted
Students cannot be deleted as ""something went wrong"" raised."
0,Yes the team has been making changes throughout the project. Even in round two they still pushing codes.
0,"The code is understandable, MVC structure is maintained. Also no long methods in their code. overall, the code is pretty good"
0,Delete of users fails even in normal case
0,"Books added by admin do not reflect in student account. No quantity is being asked at time of book creation when done through admin.
Hold request not created when book quantity is less than 0. Only flash message displayed.
Overdue fines not implemented.
Deleting users or books fails."
0,Changes done for round 2.
0,"Long methods used, especially in books_controller"
0,No RSpec file present.
0,The code is well-written with well-defined functions and has clean project structure.
0,The commits are consistent throughout the project period and work seems properly divided into teammates.
1,"Controllers and views are written nicely. Function calls are not that much coupled and depend on other functions. Gem devise is used appropriately.
Though the authors should consider adding logic into models rather than controllers, as stated by MVC architecture."
0,Could not find any test files.
0,UI is easy to interact with.
1,"Should use ""Unless"" statements where you can. For example in app/controllers/book_controller.rb, line 139."
0,Sure.
0,"They tested libraries model and most of controller. Although most of test code are auto generated, there are some works on their own."
0,"The UI is simple and clear, which is easy to use."
0,"The application works great!
 
Seems like the admin can not update his/her name in the profile."
0,Yes there were constant commits for the last week. Also the UI is pretty good.
0,No extra-credit features implemented. The team has done testing for the library controller and model.
1,The new design will be short and concise since only added classes. The disgn strategy make sence.
1,lack of UI test description
1,"There are no figures that would describe what the user interface should look like once it is done. That being said, its not strictly necessary because it is fairly easy to imagine without it."
1,"The test plan is nicely put, and covers all the scenarios. However, I would advice the team to explicitly mention class and method names in the test description for more clarity."
1,The team have drawn a use case diagram which explains the schematics of the approach and it does provide a nice way to visualize the various actors and their primary functionalities in the system. It would have been better if they could have drawn a simple diagram or flowchart to explain their steps rather than provide more textual description.
1,The design seems to be very simple and the approach has been clearly illustrated. The team have explained the steps properly and I don't think there are any issues with their approach.
1,The design appears to be sound and this is very nicely supported by some great writeup by the team. They explain in great detail what they will do to complete the steps and how they will approach the problem.
1,"The authors have very nicely explained the changes both at a low level like which variable would be added, which files would be modified and also included high-level details as to what scenarios will be required for which user, etc. The explanation was lucid and easy to understand."
1,"The team hasn't improved on visual aids. As mentioned in the previous review, uml diagrams, like sequence diagram would have helped well."
1,Very well explained. Better visual aids could have helped more.
1,"There is only a use case diagram, and no screenshot in the design doc, therefore, this doc is no clear and easy enough to understand. it would be better if they add more details."
1,"Their design appeared to be sound and followed appropriate principles and patterns. However, it looks like the solutions and explanations are too simple, they should provide more detailed explanations."
1,"Yes, the authors explained all the changes, but I do not think the explanations are adequate, they should write more details in the design doc."
1,"Yes, they include test plan, but a little shallow.
First, they should improve their UI testing part, which will help reviewers to find whether their functions work.
Second, they can split their Rspec test into view test and controllers. Or they can classify Rspec test with different functions, which will looks more clear."
1,"Yes, their user case diagram help us understand the work flow of their function.
However, if they can use a UML diagram to show us how they will change the related controller and view."
1,"Yes, their design appear to be sound. Although They have not mentioned anything about principles and pattern.
I think they can improve their design after they finished the project."
1,"yes, they have clearly problem statement, implementation with design strategy but lack of design pattern; test plan is good, but need more description with the UI test."
1,a little hard to understand
1,"I like the way the test plan has been mentioned. It's concise and clear. It wasn't clear on how will they test this line:
There should be no link for the ""Supplementary Review Questionnaire"" for team members or reviewers if the instructor disables this section in Assignment Creation Page."
1,"The team has not used the visualization tool in a good sense, they have used only one use case diagram but that is a very high level. More efforts could be put in there to add more visual diagrams."
1,"The design is simple however, it's still undergoing, more stuff would clearly explain the design that the team is trying to implement. For example in below steps:2. add another file for a supplemental questionnaire and save them to the database.3. add a method to get the corresponding supplemental questionnaire and to add questions into the existed questionnaire.They could mention what will the file contains and also what will the method name be and the input and output."
1,"Yes, the design for creating a supplementary review questionnaire raises seems pretty clear. More stuff could be added in the wiki documentation to make it more elaborate."
1,"The authors did explain the changes that they are proposing but it is a very high-level view, more details could have been added in the various sections."
1,"> The design does include a test plan The basic functionalities testing have been mentioned covering most part. However, there could be more scenarios missing.
> However, the edge cases have not been mentioned enough. They had added ""to be continued"" in the first phase of documentation but haven't done any changes since then."
1,"> They have added a use case diagram which appears to be a little too simple and not explained enough.
> I would have appreciated if more diagrams could have been added supporting the proposed changes and how they would help."
1,"> The design does appear to be simple.
> The changes proposed seems minimal and enough to cover all the requirements.
> However, the exact number of changes and classes to be tweaked has not been mentioned, which doesn't help in verifying if there could be more optimal solutions."
1,"> The design appears to be vague and doesn't talk alot from technical perspective.
> Would have appreciated if more details were added.
> Nothing has been mentioned about the patterns that they are using."
1,"> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed.
> The explanation is a bit vague and needs to be improved.
> Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done.> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed. > The explanation is a bit vague and needs to be improved. > Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done."
1,The Use Case diagram wasn't extraordinarily helpful. It basically just summarized what was said in the above section. It may be more helpful to have a diagram that walks through how to do these things from login from each user's perspective.
1,"Under ""Design Strategy"" it may be helpful to specify who is creating the questionnaire when it says ""there should be a checkbox when creating the whole questionnaire"". Make it explicit who it is that is doing the actions."
1,"Would just be nice to have better diagrams in the ""Use Case"" section as mentioned in the above comment."
1,"The class diagram though helpful, is very abstract."
1,The proposed design seems fine. I would like the team to consider if the new class that they plan to introduce can be made more generic instead of SupplementalReviewQuestionnaire so that it can be used in the future for something else as well.
1,"The UML diagram is very helpful. I would like the team to add code level changes as well. While the class name is mentioned, detailed mention of methods/ their behaviour would help."
1,"Though pretty high level, the document is good enough to give an initial idea about the project and how the team plans to proceed with the implementation. Good job team!"
1,The section for Files to be added/removed doesnt list the files that the project plans to edit or create newly. I think it has been missed by mistake by the team. Please update this section before the next round of review. All the best!
1,"there is no UML diagrams, or mockups screens, which is a problem need to concern."
1,Their design strategy write about the Modifications in the User Interface is showed and the user cases looks decent and simple to understand.Test plan contains the most test cases also include the edge cases.
1,"From the doc, I konw that the team should add a new subclass of Questionnaire called, say, SupplementalReviewQuestionnaire, and do the “View” function for a rubric should display answers submitted for the SupplementalReviewQuestionnaire as well as the ReviewQuestionnaire. I can see the work they have done on the wiki pages which coverd enough about their project."
1,The authors have attached a UML diagram which graphically shows how the new system would like from the view of different actors however the diagram doesn't much elaborate upon the functionality and hence could have included the low-level steps mentioned in text form.
1,"The design by the team appears to have been carefully thought out.
The authors will be adding methods and variables to apt class only.
The functionality isn't so complex and wholesome that they might require a Ruby gem.
The new design may increase the response time of the system if the file is not properly fetched from the database but that can be verified only after feature is developed."
1,"The authors have given proper and clear explanations for the problem and their approach to solving it. They have laid out a step by step plan and mentioned what classes they will add, what variable will be defined where. They have mentioned a test plan as well."
1,"The design doc is complete. The team have clearly defined the project purpose, their approach to solving it, both at a high-level and low-level. The testing plan also seems complete for now. I am sure the team will come to know about other edge cases and will add it as the project progresses."
1,"Visual aids could have been a little better. The textual explanation is great. Converting it to some UML diagram, may be a sequence diagram would have been excellent."
1,"Design looks good. Once a new Supplementary Review Questionnaire is created, I hope you will provide a redirection to the primary questionnaire from where you opted to create new Supplementary one."
1,"They did draw a use case diagram, however, they should draw a data flow diagram to show the data flow of that new function."
1,"It looks like their design is pretty good. they should add a new function about subclasses of Questionnaire and they wrote the detailed steps in part ""How we will do this:"", it is clear and correct."
1,"I think their only use case diagram seems a little unnecessary. As the diagram provides not enough information. 
Besides, they may need a UML diagram in their design document. For they change a lot of things in controller."
1,"No, all methods they planned to add seem correct. 
As they plan to add some new functions, the new design may potentially increase the response time of the system.
Beside, I think they should spend more effort on the Design Strategy part. This part seems a little messy."
1,"No important part is missing. But I think their project design part should include more details.
Besides, their UI testing part seems not finishes. They can finish this part latter."
1,"the use case URL is too high-level description, need more details"
1,"the modified files not included;
not show design pattern;
new design may potentially increase the response time of the system (add additional questions)"
1,"can clearly understand that this project's aim is to solve the proble which students can not ask questions unrelated with topics.
they proposed solution is add more ungrade review questions, which is a good idea."
1,"should have a more precise problem statement;
lack dexcription about UI test;
should show the files need to be modified."
1,"almost every part is included, but lack of precise dexcription, all high-level description."
1,"Visual aids - UML diagrams are used properly. However, more diagrams could have been added here.  The current diagram is just one showing high level view."
1,"1. add a variable in the questionnaire class.
2. add another file for a supplemental questionnaire and save them to the database.
3. add a method to get the corresponding supplemental questionnaire and to add questions into the existed questionnaire.
4. we should add another method to show the supplemental questionnaire in the review page.
 
Yes, the above steps mentioned that they are adding methods and variables. The design looks good as of now. - more comments can be made once they implement the changes."
1,"Yes, all the below functionality has been taken care of in the design document. Supplementary Review Questions to the current Review Questions seems fine."
1,The design document is almost complete but more diagrams could have been added here to better explain the stuff.
1,"> Just one use case diagram has been added which is very high-level.
> Please add more diagrams or mockups of screens etc."
1,"> The ""files which are modified"" section is blank. Please add the name of the files which you might be tweaking.
> New design seems to be fine however more description is needed to understand if it would make the code smelly or not.
> Design seems to be straightforward.
> I don't see any claims for the performance improvement.
> I don't see the design needs more effort however definitely add more details."
1,"> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed.
> The explanation is a bit vague and needs to be improved. 
> Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done."
1,"> Yes the design seems complete and includes all the requirements.
> However, the description could be more elaborate."
1,"> The design has problem statements, proposed changes mentioned however a lot of things can be improved.
> More explanation should be added.
> Please add more diagrams for easier understanding.
> Please add classes that you might be tweaking."
1,"Rather than saying what needed to include, it is better to say what is more than the requirement. They even include the method code."
1,"> The explanation looks very adequate. They have given a pretty elaborate design detail.
> The file changes description could be expanded."
1,- The team hasn't included a test plan but it must be included given the fact that the plan includes to modify core components such as user controller
0,There are no tests for models. The tests for controllers are the ones generated automatically by scaffold probably.
1,"No. For the bookmarks model, it has 'belongs_to' relationships with student and book, but there are no corresponding 'has_many' relationships in book and student. Hold_record, librarian_approval_list and student_checkout_list should 'belongs_to' student and/or book instead of 'has_one'. The links to bookmark a book/approve librarian don't work. I wonder if that has anything to do with it."
0,"Yes. The team kept committing almost everyday throughout the time of this project, including round 2."
0,The code is very readable.
1,"Apart from default test cases, few additional test cases need to be added to test functioanlities added like borrow book , return book etc."
0,"Same user can be signed up with same email and password as graduate and undergraduate
This can create a problem while borrowing books, on maximum number of books borrowed.
on viewing books,
This blooming-headland-78968.herokuapp.com page can’t be found
No webpage was found for the web address: https://blooming-headland-78968.herokuapp.com/books
 




HTTP ERROR 404




error page is shown
Librarian approval isn't working:
This blooming-headland-78968.herokuapp.com page can’t be found
 
No webpage was found for the web address: https://blooming-headland-78968.herokuapp.com/admins/librarian/approvals"
0,"Able to login to admin page, with
Library Management System
         


Home(current)
   
Sign out
              eab@v.com


 
Welcome Admin
*
can also login as student or librarian without logging in, by just modifying the url
*while trying to edit admin profile,
This blooming-headland-78968.herokuapp.com page can’t be found
No webpage was found for the web address: https://blooming-headland-78968.herokuapp.com/admins/14
 




HTTP ERROR 404




the error message is shown"
0,the changes were committed and documented properly. The readme file was updated a couple of times that has reflected most recent changes
0,"Yes, and using Rspec"
0,"(1) It brokes if I click checked out books as a student.
(2) the hold request is still pending.
(3)No it can't.
(4) it brokes.
(5)If a student already has a book request, the same book request will be denied."
0,"I still can not  upload book image. Or maybe it just can not show up?
After I approve a librarian, I can not login as a librarian or using existed librarian account."
0,They did.
0,Looks good. But it brokes sometime.
0,Good Profile Management.
0,Yes. The schema shows that the relationships are managed correctly as well as the functionality are working fine.
0,"Many test cases in terms of controllers, but none for models."
0,"Indeed, it is said that a user can log in using GoogleOauth2, however, I think there is some error when I try this way."
0,"They use rspec to do the test. I found that they had tested bookmark function, but this function is missed on their heroku system."
0,this system handle the 1-to-n and n-to-n relationships properly
0,"yes, they keep on submitting their changes"
1,"Mostly,all the relationships are handled.But,dependent ::destroy would be something that could have been used."
0,"Signing in with Google has been tried implementing,but the link leads to a 400 error"
0,All testing appears to be autogenerated testing.
0,"I could not test this program properly in the first round due to having a private repo and basically no way to verify anything. The team seems to have no actual validations in place other than the presence of a field, so most functionality is broken or can be circumvented in some way. Theres not even a uniqueness validation. Basically anything that is solved by validation (uniqueness, formatting, etc etc etc) is broken. Student sign up requires admin approval and can literally just be fields of ........... . Additionally, I can go to /books/new and add a new book with all ............. for the fields (except for quantity which has to be a number). The skeleton of the project is there but it seems like any form of verification/validation that ensures proper functionality is missing. After adding a book, the home page is blank with literally zero links to go anywhere else (as a student). The admins password is also stored in plain text, displayed on the page, and can be viewed by users going to /admins/1. It can then be edited."
0,"It seems that this functionality is implemented correctly for libraries and books, but not for libraries and universities."
0,"They did, but they also committed past the deadline."
0,"1) What will happen if the admin tries to delete book that is issued?

Cannot test this because of Student(3) in above text area.

(2) Can Admin account be deleted?

The admin account cannot be deleted

(3) What will happen if an admin tries to delete a student who has multiple pending book requests, will the reservations be deleted? 
 

Cannot test this because of Student(3) in above text area."
0,"In the models of different entities, I found out belongs_to relationship but no many to one or one to many relationships has been established."
0,"Yes, the team has made a great job with the use of GitHub projects. They have committed regularly to the project. I can see changes after round 1 but before the deadline of round 2."
0,"Yes, the team does a good job in writing clean and readable code. For example, in the books controller, they have different methods for different functionalities like increase_count, decrease-count, add_to_hold, add_to_cart, etc."
0,"yes, they have tested the bookmarks_controller_test and the bookmark_test model."
0,"1,2,4) Checkout could not be performed so these actions could not be tested
3) No the admin account cannot be deleted"
0,"Yes, the relationship looks correct"
0,Yes the team had commit changes for round 2 but hasn't contributed all through
0,"There is a link to login through google outh but that isn't working.
 
Yes the code is clean
1) function calls are there2) the namings are appropriate3) code looks good"
1,"The UI can be modified to include only the functionalities that can be implemented by the current user.
The functions in UI are well organised
edit functionality should be implemented such that, the fields are auto-populated. and the user is able to edit the book fields. 
Ideally in controller, the edit page in the view gets called, with the record fetched from the database.
Editing books can be redirected to from the books show view page."
1,"The corner cases are mostly like against null values.
The users when signs in, they should be able to sign  up as student or librarian.
That way the next time, the user signs in, the type of user is stored in table
The admin should be auto configured.
one should not be able to sign up as admin, this leads to data privacy issues and malicious attacks"
1,"the admin cannot edit his profile.
all the users must be able to edit their profiles,
some functionalities like
-View Student Checkout List-View Librarian Approval List
are failing while the student/ librarian logs in.
These functionalities can be hidden from the home page if it cannot be implemented by for certain users."
0,"There is a commit almost everyday.
Also utilized Github project board to some extent."
1,"The UI looks clean and intuitive.
Sign out button is shown even when the user has not sign in.
Some options which should not accessed by other than admins are visible to normal users. Though they do work for students and profiles, it would be good to not show the features that they cannot perform."
0,Code looks clean with appropriate comments.
0,very clear and detailed. Quite sure what to click on if I  want to take specific actions.
1,"Actions in terms of students, books, etc. works quite well. But I didn't find where to edit the admin's profile. Maybe it existed some where else. But it would be better to add a link on the home page for reviewing purposes. That's my personal view, however."
0,"Yes, you can see it from their git commit."
0,The admin model is doing good.
0,"Yes,the team has been pushing the changes throughout the project"
0,"Yes,the team has tested atleast one."
1,"The landing page is a one stop for any functionality that is to be performed,but it would have been better if they were redirected properly"
0,"No clue, no git link."
0,"No README. Nav bar doesn't work, can't find where to log in, where to sign up, etc. No back buttons on pages to return to previous page."
0,"Yes, the team kept pushing their changes throughout the project period."
0,I can see regular commits and issues created for every stage of the application. It also follows good Ruby practices.
0,very simple UI but should have been a bit more organized. Work has been done throughout.
0,Not a thorough test has been done but the models are working with some glitches. Access is not restricted so anyone can get in with the links
0,Not so good looking UI but works
0,There are 42 commits. They kept on pushing changes of codes throughout the period.
0,It seems like there is only one branch(the default master).
0,"yes, but majority in last 3 days."
1,"Kindly display proper error messages. use flash notice.
student is able to create a book. kindly check at the back which kind of user is trying to do changes to the database.
Librarian sign up failure it says library must exist. It'd be good idea to have a drop-down option to select a library rather than keeping a text field."
0,"first commit is just a week earlier from project submission , after that commits are in progress"
1,There are just some tests that are automatically generated. It would be better to write some tests about models and controllers to tests validations and actions.
0,No.
0,"No, nothing in the test files. Nothing is working."
0,UI is intuitive
1,"When student got signed up and logged in page written HI appeared nothing else
when sign up for librarian I was giving library and it didn't sign up saying library doesn't exist.. 
so I went to admin and created librarian and choose from drop down provided still I couldn't sign up the librarian and was not able to see anything regarding that"
0,The applicaton is deployed on Heroku. The user interface is easy to understand and use.
0,"there is no any content in README file.
I cannot sign up any role including student, librarian or admin. Each of them I need to choose my university to sign up, however, there is no university they made.
Even if I cannot sign up and login, I still could go to index page of three roles by clicking the ""Home"" button from the sign up page which I cannot sign up."
0,"The home page is impresive, but can't really do anything, admin can only create student, but university requiered........No description in README"
0,"Admin can not log in.
Student can not log in.
Librarian can not log in."
0,UI is good !!
1,"UI was good, but focus more on testing."
0,"The interface is the best version among all I reviewed. It is of very high level and very good-looking. The README file gives a very brief information including a default admin account, however, I failed to login by this account. But the good news is that I tried to simply sign up a new admin account and I succeeded."
