TAG,REVIEW
1,"No it does not work. The team was supposed to complete the admin, librarian and student functionalities. However, all the three are still incomplete. The admin credentials provided in the README file does not work. Hence, I was not able to review admin functionalities.
 
In the case of librarian, the following functionalities are missing -
- The librarian sign up form only takes email and password and creates user profile of a student (I don't know why). The librarian has student fields - eg education level, max book allowance etc instead of library to which he is assigned. 
- Librarian authorization by admin is not provided
- He can not add / remove / modify books from library
- He can not see list of checked out books and borrowing history
- He can not view book hold requests and approve special book requests.
 
It is the same thing with student module, he can not do anything besides edit profile, view books and libraries but he can add a new library which is not acceptable."
1,"The project is incomplete, but it consist of basic relationships. It should have the following mapping - the library has many reservations."
1,"The team did not submit their changes throughout the project, the changes were mainly made during the deadline period of the submissions. However, they did commit few changes in round 2."
1,"1 Not able to login as admin
2 No book checkout functionality.
3 Dont know
4 Not able to login as admin"
1,"The admin is still not able to sign in. The team has implemented book search functionality, however they have not updated it on heroku. There is now image for book cover"
1,Max no of days a book can be issued in a library can be changed to negative.
1,"Admin details provided are incorrect. Unable to login.
Book issue/return/Hold request not working.
No libraries can be added.
sign up form is incomplete for students/librarian."
1,"NO many issues are there in final submission, as mentioned above books functionalities are not working."
1,"Admin Facing issue while creating a new book.View all books not working as well. Checkout books view, hold request view,  over due fines not working."
1,Although i see commits for the project during round 1 and round 2. I think it should be more frequent as each functionality can be pushed via a new commit.
1,"The UI was intuitive and all the implemened functionalities were easy to find.
The team did not keep pushing throughout the project period. The whole project was submitted as 1 commit and only a README update after that.
Though there was only 1 commit since the creation of the repo, it looked like the team was recently active in creating Issues for the repo."
1,"There was no preconfigured admin account and no admin features developed. As a result of which, the admin functionalities could not be reviewed.
The code abides by the accepted Ruby and Rails coding practices in terms of file names and general naming within the code."
1,The admin functionalities do not exist yet.
0,find just upload two days ago
1,"the librarian account cannot edit their profile, while student account can edit their account
can not add books, view books, only can view the libraries"
1,can not find the admin account information
1,All the commits on github were done on Oct 2. This generally is not a good practice. I would suggest you to push your changes to github right from the beginning of your project for ease of collaboration and version control.
0,There is not a single module which is completely developed and thus it is not possible to event comment on thorough testing
1,"Interface is easy to use. I like that you have implemented dynamic web pages to resize according to the browser window size. However, there are certain links (View all books & Libraries) which are broken or result in error."
1,Admin login details not provided. Unable to test admin functionalities
1,Interface is easy to work with.
1,Not any of the model or controller was tested except signup.
1,Couldn't find the readme.md file
1,Not found the admin login and details.
1,"It appears that the book is deleted.
Yes admin account can be deleted
Students cannot be deleted as ""something went wrong"" raised."
1,"All functionalities working well and the UI is clean but there are few problems.
According to requirements, admin account cannot be deleted. However, the ""cancel"" button still appears on the admin profile page. Also I believe that admin's password should not be able to be changed. 
Cannot find students with overdue when I log in with librarian/admin."
1,"The code is understandable, MVC structure is maintained. Also no long methods in their code. overall, the code is pretty good"
0,Changes done for round 2.
1,"Long methods used, especially in books_controller"
1,No RSpec file present.
1,"Even though UI design is basic, it is very easy to operate and navigate. 
Appropriate links are added. Users can view appropriate messages and notices after the action. Redirection after some action seems properly handled.
Overall a descent yet complete approach"
1,"Controllers and views are written nicely. Function calls are not that much coupled and depend on other functions. Gem devise is used appropriately.
Though the authors should consider adding logic into models rather than controllers, as stated by MVC architecture."
1,"Should use ""Unless"" statements where you can. For example in app/controllers/book_controller.rb, line 139."
1,"The readme file gives good instruction on how to use the application. The website is user-friendly, but I wish there can be more ""back"" link."
1,"The application works great!
 
Seems like the admin can not update his/her name in the profile."
1,The new design will be short and concise since only added classes. The disgn strategy make sence.
1,lack of UI test description
1,Good test plan. They have considered most use cases and also covered edge cases.
1,The diagrams are present and clearly describe the changes needed to be done
1,"The design is well thought of, on initial examination it appears to be valid."
1,Test plan looks good. The group even created a small section to detail edge cases.
1,"There are no figures that would describe what the user interface should look like once it is done. That being said, its not strictly necessary because it is fairly easy to imagine without it."
1,"The test plan is nicely put, and covers all the scenarios. However, I would advice the team to explicitly mention class and method names in the test description for more clarity."
1,The document has a simple diagram that is good enough to convey the flow of the desired changes.
1,The design is pretty simple and does what is intended. Good job team on not over engineering the solution!
1,The design is neat and serves the problem statement.
1,"The documentation is concise and at the same time covers all the details about the project, the proposed design, and testing. Good job."
1,"Their test plan contain automatic test which is Rspec test, and the test contains the necesarry functionalities in their project. Such as Supplementary Review Questionnaire."
1,They uses use cases with a plot showing pricisely what the design should do.
1,Yes the design strategy is written in a simple and clear way.
1,"The design strategy make sence, the Student-generated questions added to rubric just need to add checkbox, button, and method and file related to the questionaire."
1,The team have identified a lot of scenarios and functionalities for different users. They have also thought about manual UI test along with automated Rspec tests that would need to be written to check proper functioning of the system.
1,The team have drawn a use case diagram which explains the schematics of the approach and it does provide a nice way to visualize the various actors and their primary functionalities in the system. It would have been better if they could have drawn a simple diagram or flowchart to explain their steps rather than provide more textual description.
1,The design seems to be very simple and the approach has been clearly illustrated. The team have explained the steps properly and I don't think there are any issues with their approach.
1,The design appears to be sound and this is very nicely supported by some great writeup by the team. They explain in great detail what they will do to complete the steps and how they will approach the problem.
1,"The authors have very nicely explained the changes both at a low level like which variable would be added, which files would be modified and also included high-level details as to what scenarios will be required for which user, etc. The explanation was lucid and easy to understand."
1,"The team hasn't improved on visual aids. As mentioned in the previous review, uml diagrams, like sequence diagram would have helped well."
1,The design looks great. No issues here
1,Very well explained. Better visual aids could have helped more.
1,"Yes, their design included enough test plan and they will really test the functionalities."
1,"There is only a use case diagram, and no screenshot in the design doc, therefore, this doc is no clear and easy enough to understand. it would be better if they add more details."
1,"Yes, the design appeared to be simple enough."
1,"Their design appeared to be sound and followed appropriate principles and patterns. However, it looks like the solutions and explanations are too simple, they should provide more detailed explanations."
1,"Yes, the authors explained all the changes, but I do not think the explanations are adequate, they should write more details in the design doc."
1,"Yes, they include test plan, but a little shallow.
First, they should improve their UI testing part, which will help reviewers to find whether their functions work.
Second, they can split their Rspec test into view test and controllers. Or they can classify Rspec test with different functions, which will looks more clear."
1,"Yes, their user case diagram help us understand the work flow of their function.
However, if they can use a UML diagram to show us how they will change the related controller and view."
1,"Yes, their design seems simple and clear."
1,"Yes, their design appear to be sound. Although They have not mentioned anything about principles and pattern.
I think they can improve their design after they finished the project."
1,"Yes, they have adequately explained their changes."
1,the URL image looks like simple
1,"yes, they have clearly problem statement, implementation with design strategy but lack of design pattern; test plan is good, but need more description with the UI test."
1,a little hard to understand
1,"I like the way the test plan has been mentioned. It's concise and clear. It wasn't clear on how will they test this line:
There should be no link for the ""Supplementary Review Questionnaire"" for team members or reviewers if the instructor disables this section in Assignment Creation Page."
1,"The design is simple however, it's still undergoing, more stuff would clearly explain the design that the team is trying to implement. For example in below steps:2. add another file for a supplemental questionnaire and save them to the database.3. add a method to get the corresponding supplemental questionnaire and to add questions into the existed questionnaire.They could mention what will the file contains and also what will the method name be and the input and output."
1,"The team has not used the visualization tool in a good sense, they have used only one use case diagram but that is a very high level. More efforts could be put in there to add more visual diagrams."
1,"Yes, the design for creating a supplementary review questionnaire raises seems pretty clear. More stuff could be added in the wiki documentation to make it more elaborate."
1,"The authors did explain the changes that they are proposing but it is a very high-level view, more details could have been added in the various sections."
1,"> The design does include a test plan The basic functionalities testing have been mentioned covering most part. However, there could be more scenarios missing.
> However, the edge cases have not been mentioned enough. They had added ""to be continued"" in the first phase of documentation but haven't done any changes since then."
1,"> They have added a use case diagram which appears to be a little too simple and not explained enough.
> I would have appreciated if more diagrams could have been added supporting the proposed changes and how they would help."
1,"> The design does appear to be simple.
> The changes proposed seems minimal and enough to cover all the requirements.
> However, the exact number of changes and classes to be tweaked has not been mentioned, which doesn't help in verifying if there could be more optimal solutions."
1,"> The design appears to be vague and doesn't talk alot from technical perspective.
> Would have appreciated if more details were added.
> Nothing has been mentioned about the patterns that they are using."
1,"> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed.
> The explanation is a bit vague and needs to be improved.
> Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done.> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed. > The explanation is a bit vague and needs to be improved. > Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done."
1,The Use Case diagram wasn't extraordinarily helpful. It basically just summarized what was said in the above section. It may be more helpful to have a diagram that walks through how to do these things from login from each user's perspective.
1,"Under ""Design Strategy"" it may be helpful to specify who is creating the questionnaire when it says ""there should be a checkbox when creating the whole questionnaire"". Make it explicit who it is that is doing the actions."
1,"Would just be nice to have better diagrams in the ""Use Case"" section as mentioned in the above comment."
1,"The class diagram though helpful, is very abstract."
1,The proposed design seems fine. I would like the team to consider if the new class that they plan to introduce can be made more generic instead of SupplementalReviewQuestionnaire so that it can be used in the future for something else as well.
1,"The UML diagram is very helpful. I would like the team to add code level changes as well. While the class name is mentioned, detailed mention of methods/ their behaviour would help."
1,"Though pretty high level, the document is good enough to give an initial idea about the project and how the team plans to proceed with the implementation. Good job team!"
1,The section for Files to be added/removed doesnt list the files that the project plans to edit or create newly. I think it has been missed by mistake by the team. Please update this section before the next round of review. All the best!
1,the overall quality of the explanations is clear and meaningful.
1,"The user case plot added in the wiki, which look concise and simple, but excatly tells the reader about their design strategy."
1,Their design strategy write about the Modifications in the User Interface is showed and the user cases looks decent and simple to understand.Test plan contains the most test cases also include the edge cases.
1,"From the doc, I konw that the team should add a new subclass of Questionnaire called, say, SupplementalReviewQuestionnaire, and do the “View” function for a rubric should display answers submitted for the SupplementalReviewQuestionnaire as well as the ReviewQuestionnaire. I can see the work they have done on the wiki pages which coverd enough about their project."
1,"The design doc is quite comprehensive, since it's include the design strategy, test plan, user cases and etc."
1,The authors have attached a UML diagram which graphically shows how the new system would like from the view of different actors however the diagram doesn't much elaborate upon the functionality and hence could have included the low-level steps mentioned in text form.
1,"The design by the team appears to have been carefully thought out.
The authors will be adding methods and variables to apt class only.
The functionality isn't so complex and wholesome that they might require a Ruby gem.
The new design may increase the response time of the system if the file is not properly fetched from the database but that can be verified only after feature is developed."
1,"The authors have given proper and clear explanations for the problem and their approach to solving it. They have laid out a step by step plan and mentioned what classes they will add, what variable will be defined where. They have mentioned a test plan as well."
1,"The design doc is complete. The team have clearly defined the project purpose, their approach to solving it, both at a high-level and low-level. The testing plan also seems complete for now. I am sure the team will come to know about other edge cases and will add it as the project progresses."
1,"Yes, the design doc completely incorporates all the functionality required."
1,"Visual aids could have been a little better. The textual explanation is great. Converting it to some UML diagram, may be a sequence diagram would have been excellent."
1,"Design looks good. Once a new Supplementary Review Questionnaire is created, I hope you will provide a redirection to the primary questionnaire from where you opted to create new Supplementary one."
1,Adequate explanation has been provided. Navigation was neat
1,"The team has proper design, plan and a preliminary testing strategy. Everything looks good."
1,"They did draw a use case diagram, however, they should draw a data flow diagram to show the data flow of that new function."
1,"It looks like their design is pretty good. they should add a new function about subclasses of Questionnaire and they wrote the detailed steps in part ""How we will do this:"", it is clear and correct."
1,"the explanations of this project have high quality. they wrote a clear introduction, proposed solutions. Also, they give the design strategy and use cases to help us to understand."
1,"The design doc of this project is well done.
They have all the required parts including problem statement, description, detailed proposed solutions diagram, and test plan."
1,"I think their only use case diagram seems a little unnecessary. As the diagram provides not enough information. 
Besides, they may need a UML diagram in their design document. For they change a lot of things in controller."
1,"No, all methods they planned to add seem correct. 
As they plan to add some new functions, the new design may potentially increase the response time of the system.
Beside, I think they should spend more effort on the Design Strategy part. This part seems a little messy."
1,"Yes, their design document have incorporated all of the functionality required."
1,"No important part is missing. But I think their project design part should include more details.
Besides, their UI testing part seems not finishes. They can finish this part latter."
1,"the use case URL is too high-level description, need more details"
1,"the modified files not included;
not show design pattern;
new design may potentially increase the response time of the system (add additional questions)"
1,"can clearly understand that this project's aim is to solve the proble which students can not ask questions unrelated with topics.
they proposed solution is add more ungrade review questions, which is a good idea."
1,"should have a more precise problem statement;
lack dexcription about UI test;
should show the files need to be modified."
1,"almost every part is included, but lack of precise dexcription, all high-level description."
1,It has so much details. Really adequate explanation.
1,"Visual aids - UML diagrams are used properly. However, more diagrams could have been added here.  The current diagram is just one showing high level view."
1,"1. add a variable in the questionnaire class.
2. add another file for a supplemental questionnaire and save them to the database.
3. add a method to get the corresponding supplemental questionnaire and to add questions into the existed questionnaire.
4. we should add another method to show the supplemental questionnaire in the review page.
 
Yes, the above steps mentioned that they are adding methods and variables. The design looks good as of now. - more comments can be made once they implement the changes."
1,The explanations provided are good. The team did a great job of getting the design right with diagrams and explanations. I could follow what is explained.
1,"Yes, all the below functionality has been taken care of in the design document. Supplementary Review Questions to the current Review Questions seems fine."
1,The design document is almost complete but more diagrams could have been added here to better explain the stuff.
1,"> Just one use case diagram has been added which is very high-level.
> Please add more diagrams or mockups of screens etc."
1,"> The ""files which are modified"" section is blank. Please add the name of the files which you might be tweaking.
> New design seems to be fine however more description is needed to understand if it would make the code smelly or not.
> Design seems to be straightforward.
> I don't see any claims for the performance improvement.
> I don't see the design needs more effort however definitely add more details."
1,"> Although the proposed changes seem to complete the requirements, however, the description for the changes is not detailed.
> The explanation is a bit vague and needs to be improved. 
> Also the proposed solution just has 2 lines which does not contain an elaborate explanation for the changes and why they are being done."
1,"> Yes the design seems complete and includes all the requirements.
> However, the description could be more elaborate."
1,"> The design has problem statements, proposed changes mentioned however a lot of things can be improved.
> More explanation should be added.
> Please add more diagrams for easier understanding.
> Please add classes that you might be tweaking."
1,The team has not mentioned anything about the testing or the test plan.
1,"There is no class diagram in the wiki document, however the sequence diagram is quite helpful in understanding."
1,- The team hasn't included a test plan but it must be included given the fact that the plan includes to modify core components such as user controller
1,"1. Bookmark link shows 'The page doesn't work'.
2. Admin can't approve librarian. The link shows 'The page can't be found'.
3. After admin create librarian, the credentials still can't be used to log in.
4. Added a book as admin and signed in again as student. The book is not in 'View all books'
 
Others: GoogleOath2 doesn't work. Students are not supposed to need admin's approval. All librarian related functions can't be tested since there's no available ways for me to log in as one. Can't test checking out regular book either because a book can't be added."
1,"No. For the bookmarks model, it has 'belongs_to' relationships with student and book, but there are no corresponding 'has_many' relationships in book and student. Hold_record, librarian_approval_list and student_checkout_list should 'belongs_to' student and/or book instead of 'has_one'. The links to bookmark a book/approve librarian don't work. I wonder if that has anything to do with it."
1,"Able to login to admin page, with
Library Management System
         


Home(current)
   
Sign out
              eab@v.com


 
Welcome Admin
*
can also login as student or librarian without logging in, by just modifying the url
*while trying to edit admin profile,
This blooming-headland-78968.herokuapp.com page can’t be found
No webpage was found for the web address: https://blooming-headland-78968.herokuapp.com/admins/14
 




HTTP ERROR 404




the error message is shown"
1,A test plan is missing.
1,"while in hold_request, hold_request to books relation is established, the reverse relation, from books model with hold_request model needs to be defined.
The same for bookmarks model too. Bookmarks to books relation is established, the reverse relation, from books model with hold_request model needs to be defined.
 And for student_checkout_list"
1,"google authentication isn't working.
400. That’s an error.
 
Error: redirect_uri_mismatch
The redirect URI in the request, https://blooming-headland-78968.herokuapp.com/users/auth/google_oauth2/callback, does not match the ones authorized for the OAuth client. To update the authorized redirect URIs, visit: https://console.developers.google.com/apis/credentials/oauthclient/76220307998-fvuq3nss5saoi2hfcppjhr9k98t1ucig.apps.googleusercontent.com?project=76220307998
Learn more
codes are modulated properly,
Search function is implemented in index function of book_controller.
The this could be modified as new function.
Print statements are used to debug, which xuold be removed instead logs could be used."
1,"(1) It brokes if I click checked out books as a student.
(2) the hold request is still pending.
(3)No it can't.
(4) it brokes.
(5)If a student already has a book request, the same book request will be denied."
1,"I still can not  upload book image. Or maybe it just can not show up?
After I approve a librarian, I can not login as a librarian or using existed librarian account."
1,"It is possible to register two librarians with same email id. When the admin approves their request, no measures taken to remove the second request."
1,"One good thing is they are doing the admin's approval for both students and librarians. But the basic functionalities such as view books is not working for normal student user. Also the list of librarian approval list is not showing up. There is the code for controller but there seems a problem with the routing or the helper paths. Please verify.  Also the github repo and deployed repo seems different. So at the time of writing this review folowing flaws were observed.
Also, in first round, one UI suggestion was given. Sign out button is shown if no one is logged in."
1,"Changes were consistenly pushed to the repo. Seems they have pushed the changes once they are done with a praticular functionality .
It would be easy to manage the code if new branches are created for every new feature instead of pushing every change to master every time ."
1,"1. Admin cannot view all books.
2. Admin cannot view all librarians..
3.Librarian cannot view and edit the library he belongs to.
4. Librarian can add books to libraries he does not belongs to.
5. Librarian can edit book info. which doer not belongs to his library.
6. Admin cannot approve librarian requests.
 7. Students cannot borrow and bookmark books."
1,"As the view pages are not working,the changes are difficult to capture.For example,the view books,View Hold pages,View student Checkout list are throwing a 404 error already.So,can't check for the changes after a student is deleted."
1,"The view pages,For example the View Books,View student Checkout List is throwing errors when tried opening when logged in as an Admin.The search functionality is not working properly.Error on the 'Back' link at many instances.Ex:After Adding a librarian"
1,"Mostly,all the relationships are handled.But,dependent ::destroy would be something that could have been used."
1,"Yes,the team has been updating even in the second round.But,their updation continues even after submission."
1,"I could not test this program properly in the first round due to having a private repo and basically no way to verify anything. The team seems to have no actual validations in place other than the presence of a field, so most functionality is broken or can be circumvented in some way. Theres not even a uniqueness validation. Basically anything that is solved by validation (uniqueness, formatting, etc etc etc) is broken. Student sign up requires admin approval and can literally just be fields of ........... . Additionally, I can go to /books/new and add a new book with all ............. for the fields (except for quantity which has to be a number). The skeleton of the project is there but it seems like any form of verification/validation that ensures proper functionality is missing. After adding a book, the home page is blank with literally zero links to go anywhere else (as a student). The admins password is also stored in plain text, displayed on the page, and can be viewed by users going to /admins/1. It can then be edited."
1,"1) What will happen if the admin tries to delete book that is issued?

Cannot test this because of Student(3) in above text area.

(2) Can Admin account be deleted?

The admin account cannot be deleted

(3) What will happen if an admin tries to delete a student who has multiple pending book requests, will the reservations be deleted? 
 

Cannot test this because of Student(3) in above text area."
1,"The following functionalities have been found incosistant:

Admin

Multiple Students with the same email can be added. ""unique validation"" for email is not set only presence is checked.

Back link on student checkout list is broken
 When I click on view hold request, it throws error: ""No page for url:....""
Admin can see passwords of student and librarian while editing them


Librarian


When a librarian clicks on view checkout history, it throws the error message: ""We are sorry, something went wrong""
Book cannot be deleted.
Edit book link takes on new book page


Student


Can view admins/libraries page and hence inheriting those rights
No books can be viewed from student section but are visible from admins log in. (I dont know why is this error)
Because of (2), cannot test further features like checkout, bookmark, request, etc"
1,"In the models of different entities, I found out belongs_to relationship but no many to one or one to many relationships has been established."
1,"Database is empty
update student not working
librarian update not working
""View Hold requests"" from admin: page could not be found
Libraries are not showing the list of books - option could have been added
Show books page stops working if all the books from a particular library are deleted by deleting the library itself even if new books are added
2 students can have same e-mail id which is not possible
View libraries under student not showing libraries although from admin it can be seen that there are libraries
View books also not working inspite of the fact that a book has been added just prior to that by the admin to the lone library"
1,They forgot to mention the Test Plan!
1,"The UI can be modified to include only the functionalities that can be implemented by the current user.
The functions in UI are well organised
edit functionality should be implemented such that, the fields are auto-populated. and the user is able to edit the book fields. 
Ideally in controller, the edit page in the view gets called, with the record fetched from the database.
Editing books can be redirected to from the books show view page."
1,"The website works only for admin login, the user who signs up is automatically signed in as admin.
 The validations are provided for all attributes.
The foreign key relation needs to be implemented.
Unique key of attribute can also be added
The book controller the increase and decrease book count are consistent in model and controller."
1,"The corner cases are mostly like against null values.
The users when signs in, they should be able to sign  up as student or librarian.
That way the next time, the user signs in, the type of user is stored in table
The admin should be auto configured.
one should not be able to sign up as admin, this leads to data privacy issues and malicious attacks"
1,"the admin cannot edit his profile.
all the users must be able to edit their profiles,
some functionalities like
-View Student Checkout List-View Librarian Approval List
are failing while the student/ librarian logs in.
These functionalities can be hidden from the home page if it cannot be implemented by for certain users."
1,"Whatever modules that have been built now seems to be tested. Ex: Profile Management, Checkout books.
Type of the file uploaded not validated. Tried to upload .cpp file and it was submitted without any error."
1,"The UI looks clean and intuitive.
Sign out button is shown even when the user has not sign in.
Some options which should not accessed by other than admins are visible to normal users. Though they do work for students and profiles, it would be good to not show the features that they cannot perform."
1,"Actions in terms of students, books, etc. works quite well. But I didn't find where to edit the admin's profile. Maybe it existed some where else. But it would be better to add a link on the home page for reviewing purposes. That's my personal view, however."
1,"The landing page is a one stop for any functionality that is to be performed,but it would have been better if they were redirected properly"
1,"There is no distinction yet created between models, so I suggest do that as early as possible. Still many functionalities are yet to be implemented for all models.
More validations need to be performed. For e.g adding a book doesn't check if the ISBN is unique.
End to end flow of many functionalities remaining i.e Checkout , bookmarks, return and hold for students."
1,"The root page of User Interface takes you to a page where all operations can be performed irrespective of it being a librarian, student or admin. In the Sign Up page, it does not specify whether one is signing up as an admin, librarian or student. Every new sign up is redirected to the root page which is logically wrong considering different users and their rights/operations."
0,very simple UI but should have been a bit more organized. Work has been done throughout.
1,Not a thorough test has been done but the models are working with some glitches. Access is not restricted so anyone can get in with the links
1,There are 42 commits. They kept on pushing changes of codes throughout the period.
0,It seems like there is only one branch(the default master).
0,"yes, but majority in last 3 days."
1,"Kindly display proper error messages. use flash notice.
student is able to create a book. kindly check at the back which kind of user is trying to do changes to the database.
Librarian sign up failure it says library must exist. It'd be good idea to have a drop-down option to select a library rather than keeping a text field."
1,There are just some tests that are automatically generated. It would be better to write some tests about models and controllers to tests validations and actions.
0,No.
1,"No, nothing in the test files. Nothing is working."
1,"When student got signed up and logged in page written HI appeared nothing else
when sign up for librarian I was giving library and it didn't sign up saying library doesn't exist.. 
so I went to admin and created librarian and choose from drop down provided still I couldn't sign up the librarian and was not able to see anything regarding that"
1,The backend has not been integrated to the UI completely.
1,"The home page is impresive, but can't really do anything, admin can only create student, but university requiered........No description in README"
0,"Admin can not log in.
Student can not log in.
Librarian can not log in."
1,UI is good !!
1,"UI was good, but focus more on testing."
1,"The interface is the best version among all I reviewed. It is of very high level and very good-looking. The README file gives a very brief information including a default admin account, however, I failed to login by this account. But the good news is that I tried to simply sign up a new admin account and I succeeded."
1,"The admin can't log in. So, I can't test other things that admin should do."
0,"Yes, controllers only take data from models and send to views."
1,"the credentials provided on GitHub didn't work. Anyways, I signed up as an admin and have reviewed accordingly. But we are supposed to have only one admin with fixed credentials."
1,"I cannot login into admin using ID password given in read me file
admin@system.edu
password - password 
 
i created new profile then i was able too.. I am not sure are we supposed to sign up for admin. i think it should be preconfigured at once.
cannot see dit button in admin profile to edit it 
 
 
Coding looks good, but team have created unnecessary controllers and not able to manage them. logic in controller looks fine,"
0,They didn't test any models.
0,RSpec file has been created but no significant functionalities have been tested.
0,Tested only if the page appears or not.
1,Rspec tests were found for books model and borrowing history controller.
1,Basic test files are present for multiple controllers and models but it is not indicated in the readme which ones have been thoroughly done.
1,"team has tested all the modules. but all the modules have one or the other small bugs needed to be foxed, so i don't think they have tested any of the modules thoroughly."
1,The admin can delete a book which is checked out. It would be better if the admin can't delete a book that is checked out.
1,"Some of the edge cases i was able to test like deleting admin - cannot do it, README.md file does not contain that much of information about edge cases or project. Students cannot access librarian data or admin data. Rest of the edge cases i was not able to test. If admin tries to delete student with book issued, it is crashing the application. Some of the exception cases has been handled."
1,"(1) The admin can successfully delete. The book was removed, along with the checkout records related to the book.
(2) Actually, admin cannot delete any students from system, because clicking the destroy button only leads to system's crash, and the list of students remains.
(3) No.
(4) Again, no students can be deleted due to malfunction.
(5) I want to see what will happen to the books and librarians and related checkout histories, when a library is deleted.
To my surprise, nothing happens to books. But all librarians along with all checkout and request records are gone as expected."
